signal	P(dit) 	P(dah)	P(spc)	P(chrspc)	P(wrdspc)	P(pause)
0.638431	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.617999	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.583261	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.625566	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.720639	0.994196	0.000000	0.003372	0.001944	0.000400	0.000087
0.352775	0.223022	0.000033	0.452017	0.259787	0.053508	0.011632
0.215669	0.088103	0.005954	0.559435	0.294156	0.043004	0.009349
0.220177	0.012735	0.005149	0.602002	0.324629	0.045577	0.009908
0.174178	0.005297	0.004579	0.513323	0.408366	0.056214	0.012221
0.129023	0.018546	0.015220	0.249870	0.613616	0.084400	0.018348
0.122801	0.019220	0.016038	0.158248	0.690621	0.095180	0.020692
0.151346	0.018383	0.015449	0.096236	0.744501	0.103031	0.022400
0.149442	0.006033	0.005588	0.058612	0.794682	0.110959	0.024126
0.086956	0.021753	0.024103	0.033488	0.784717	0.111659	0.024280
0.167743	0.044246	0.080322	0.020515	0.724070	0.107474	0.023373
0.179279	0.071880	0.234929	0.014688	0.565721	0.092632	0.020149
0.170855	0.490654	0.509334	0.000000	0.000009	0.000002	0.000000
0.518010	0.487485	0.512515	0.000000	0.000000	0.000000	0.000000*
0.662823	0.458800	0.541200	0.000000	0.000000	0.000000	0.000000
0.680871	0.382567	0.617433	0.000000	0.000000	0.000000	0.000000
0.591966	0.139654	0.859213	0.001045	0.000070	0.000014	0.000003
0.389954	0.009146	0.100049	0.824011	0.053782	0.010409	0.002602
0.171118	0.000330	0.001831	0.950123	0.038422	0.007435	0.001859
0.145961	0.002808	0.002461	0.941890	0.042545	0.008237	0.002059
0.166857	0.548381	0.448931	0.002496	0.000154	0.000030	0.000007
0.396764	0.551392	0.448608	0.000000	0.000000	0.000000	0.000000
0.689161	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.590164	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.646266	0.222939	0.777037	0.000014	0.000008	0.000002	0.000000
0.459588	0.005374	0.033309	0.558787	0.322988	0.065338	0.014204
0.158373	0.000644	0.001780	0.589452	0.356893	0.042083	0.009149
0.173716	0.008222	0.007671	0.586189	0.340910	0.046827	0.010180
0.205459	0.548389	0.449801	0.000868	0.000807	0.000111	0.000024
0.417493	0.537861	0.462139	0.000000	0.000000	0.000000	0.000000
0.670987	0.547872	0.452128	0.000000	0.000000	0.000000	0.000000
0.696237	0.431140	0.568860	0.000000	0.000000	0.000000	0.000000
0.598291	0.222907	0.776923	0.000099	0.000057	0.000012	0.000003
0.426358	0.002754	0.017071	0.569744	0.329328	0.066625	0.014477
0.146708	0.000992	0.002025	0.589114	0.356708	0.042025	0.009136
0.188994	0.000922	0.000824	0.594617	0.345812	0.047498	0.010326
0.150516	0.313977	0.257091	0.205685	0.191252	0.026281	0.005713
0.285030	0.544868	0.455132	0.000000	0.000000	0.000000	0.000000
0.627018	0.529552	0.470448	0.000000	0.000000	0.000000	0.000000
0.682920	0.510850	0.489150	0.000000	0.000000	0.000000	0.000000
0.681878	0.370048	0.629924	0.000016	0.000009	0.000002	0.000000
0.447916	0.000255	0.004128	0.578577	0.333572	0.068563	0.014905
0.156352	0.000017	0.000035	0.597041	0.362498	0.033193	0.007216
0.121009	0.000216	0.000178	0.594017	0.360391	0.037127	0.008071
0.135718	0.003906	0.003197	0.483369	0.452722	0.046661	0.010144
0.169475	0.026411	0.021650	0.113743	0.744666	0.076828	0.016702
0.161213	0.012050	0.010277	0.069483	0.806656	0.083403	0.018132
0.171897	0.097559	0.092698	0.033834	0.688817	0.071538	0.015553
0.233623	0.100106	0.134488	0.029855	0.651604	0.068954	0.014992
0.157448	0.000616	0.167276	0.094993	0.647106	0.073934	0.016076
0.134574	0.007064	0.602323	0.019934	0.327985	0.035068	0.007626
0.199727	0.004644	0.860463	0.007317	0.111191	0.013458	0.002927
0.173636	0.005592	0.992142	0.000221	0.001660	0.000316	0.000069
0.290573	0.450614	0.549386	0.000000	0.000000	0.000000	0.000000
0.679790	0.486966	0.513034	0.000000	0.000000	0.000000	0.000000H
0.659798	0.410163	0.589837	0.000000	0.000000	0.000000	0.000000
0.627738	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.559976	0.000035	0.000424	0.922740	0.061840	0.011969	0.002992
0.135301	0.000803	0.000680	0.960996	0.030212	0.005848	0.001462
0.209555	0.000671	0.000549	0.956780	0.033815	0.006547	0.001637
0.165447	0.010797	0.008841	0.925102	0.044488	0.008618	0.002154
0.191855	0.036317	0.029800	0.633540	0.241748	0.046878	0.011717
0.129701	0.013226	0.008721	0.530705	0.359928	0.069939	0.017482
0.135170	0.047289	0.033811	0.368224	0.442685	0.086392	0.021598
0.177999	0.065916	0.065488	0.240153	0.504300	0.099324	0.024819
0.164321	0.051895	0.249375	0.147428	0.440737	0.088554	0.022012
0.187080	0.049624	0.467865	0.067817	0.328832	0.068700	0.017162
0.152411	0.037184	0.694443	0.031298	0.184527	0.042057	0.010492
0.150315	0.024602	0.854125	0.014010	0.079428	0.022279	0.005556
0.145508	0.017409	0.956946	0.008982	0.004284	0.009869	0.002510
0.148559	0.008090	0.970768	0.010033	0.006521	0.003521	0.001067
0.155474	0.004971	0.966210	0.016196	0.010913	0.001054	0.000656
0.166767	0.002989	0.796589	0.116726	0.079394	0.001065	0.003238
0.096764	0.009691	0.004343	0.577246	0.392379	0.000686	0.015655
0.173268	0.053930	0.041265	0.517800	0.379478	0.000780	0.006747
0.159848	0.049116	0.040705	0.494614	0.407604	0.000727	0.007233
0.100444	0.260117	0.218635	0.243295	0.272587	0.000521	0.004845
0.193089	0.465399	0.398581	0.016689	0.116558	0.000648	0.002125
0.177440	0.473710	0.500299	0.008131	0.016544	0.000884	0.000433
0.243978	0.391088	0.589473	0.010697	0.007159	0.001270	0.000314
0.193634	0.187508	0.634438	0.103346	0.059795	0.012246	0.002667
0.136147	0.054991	0.787864	0.094075	0.051286	0.009680	0.002104
0.136875	0.036392	0.912817	0.033155	0.015189	0.001997	0.000450
0.134068	0.011324	0.962958	0.014536	0.009690	0.001142	0.000349
0.113500	0.007657	0.979123	0.007386	0.005330	0.000310	0.000194
0.170904	0.004300	0.976738	0.010973	0.007608	0.000093	0.000289
0.184173	0.003012	0.822406	0.101229	0.070481	0.000064	0.002808
0.159569	0.004480	0.955469	0.024434	0.014999	0.000020	0.000599
0.212113	0.003754	0.724182	0.157676	0.109978	0.000021	0.004388
0.213253	0.008631	0.334637	0.382712	0.264098	0.000064	0.009859
0.163207	0.027085	0.510576	0.264792	0.193344	0.000103	0.004100
0.165008	0.021218	0.436294	0.309989	0.226931	0.000192	0.005375
0.116782	0.047893	0.531556	0.229381	0.187459	0.000153	0.003558
0.151652	0.076253	0.499478	0.210952	0.209334	0.000067	0.003915
0.126067	0.071716	0.641581	0.140654	0.143658	0.000089	0.002301
0.178319	0.060377	0.530858	0.216468	0.187508	0.000496	0.004294
0.115509	0.071014	0.783018	0.080747	0.062991	0.000697	0.001533
0.222318	0.042107	0.957838	0.000032	0.000022	0.000001	0.000001
0.606601	0.509597	0.490402	0.000000	0.000000	0.000000	0.000000
0.633469	0.958922	0.041078	0.000000	0.000000	0.000000	0.000000
0.649047	0.995217	0.004783	0.000000	0.000000	0.000000	0.000000
0.652408	0.010300	0.001475	0.574159	0.331070	0.068173	0.014822
0.140163	0.006362	0.005841	0.614930	0.319342	0.043967	0.009559
0.196629	0.011361	0.014650	0.544081	0.368298	0.050604	0.011006
0.191188	0.021045	0.022140	0.458992	0.426541	0.058533	0.012749
0.169071	0.551807	0.448193	0.000000	0.000000	0.000000	0.000000
0.563460	0.563520	0.436480	0.000000	0.000000	0.000000	0.000000
0.732240	0.508128	0.491872	0.000000	0.000000	0.000000	0.000000
0.650364	0.429841	0.570159	0.000000	0.000000	0.000000	0.000000
0.698388	0.124873	0.875127	0.000000	0.000000	0.000000	0.000000
0.700585	0.074294	0.925706	0.000000	0.000000	0.000000	0.000000
0.663557	0.043268	0.956732	0.000000	0.000000	0.000000	0.000000
0.652586	0.024975	0.975025	0.000000	0.000000	0.000000	0.000000
0.687077	0.014421	0.985579	0.000000	0.000000	0.000000	0.000000
0.623412	0.008471	0.991529	0.000000	0.000000	0.000000	0.000000
0.668626	0.005217	0.994784	0.000000	0.000000	0.000000	0.000000
0.662153	0.003702	0.996298	0.000000	0.000000	0.000000	0.000000
0.636435	0.000000	0.000002	0.580021	0.403780	0.000086	0.016110
0.136988	0.000014	0.000011	0.585788	0.406886	0.000086	0.007215
0.167467	0.000009	0.000008	0.572253	0.419265	0.000099	0.008366
0.109194	0.000271	0.000221	0.464048	0.524857	0.000124	0.010478
0.141800	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.666923	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.589441	0.537370	0.462629	0.000000	0.000000	0.000000	0.000000
0.635919	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.657796	0.000323	0.003000	0.579154	0.333862	0.068721	0.014939
0.200760	0.000004	0.000005	0.598256	0.363151	0.031694	0.006890
0.119467	0.000021	0.000017	0.594228	0.360519	0.037140	0.008074
0.105699	0.001593	0.001303	0.485418	0.454641	0.046859	0.010187
0.168936	0.549967	0.450033	0.000000	0.000000	0.000000	0.000000
0.632843	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.653143	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.625854	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.630133	0.000124	0.001152	0.580344	0.334548	0.068862	0.014970
0.180209	0.000009	0.000009	0.598253	0.363151	0.031688	0.006889
0.133902	0.000369	0.000302	0.593853	0.360291	0.037117	0.008069
0.171124	0.000438	0.000359	0.486440	0.455597	0.046957	0.010208
0.132321	0.005901	0.004831	0.118171	0.773899	0.079842	0.017358
0.138677	0.001230	0.001041	0.070747	0.823358	0.085119	0.018505
0.136681	0.003091	0.002807	0.040996	0.846162	0.087845	0.019099
0.171774	0.005669	0.006882	0.023682	0.854765	0.089535	0.019467
0.176558	0.000854	0.012778	0.017213	0.857511	0.091704	0.019940
0.150852	0.001861	0.031605	0.007748	0.844622	0.093771	0.020392
0.152459	0.008444	0.135983	0.004253	0.741655	0.090075	0.019591
0.179431	0.014056	0.420162	0.002469	0.474948	0.072576	0.015789
0.172849	0.497820	0.502180	0.000000	0.000000	0.000000	0.000000
0.547195	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000E
0.599494	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.656459	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.664821	0.002251	0.027170	0.896003	0.060048	0.011622	0.002906
0.209024	0.000163	0.000297	0.961930	0.030283	0.005862	0.001465
0.167441	0.000601	0.000500	0.956898	0.033817	0.006547	0.001637
0.158452	0.011085	0.009076	0.924609	0.044464	0.008613	0.002153
0.188510	0.549980	0.450020	0.000000	0.000000	0.000000	0.000000
0.574947	0.537246	0.462754	0.000000	0.000000	0.000000	0.000000
0.703731	0.507993	0.492007	0.000000	0.000000	0.000000	0.000000
0.683243	0.460517	0.539483	0.000000	0.000000	0.000000	0.000000
0.684763	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.686499	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.654093	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.635826	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.663609	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.644044	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.665767	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.731571	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.680662	0.000016	0.001394	0.579204	0.403237	0.000060	0.016088
0.256941	0.000005	0.000005	0.585807	0.406900	0.000058	0.007224
0.159354	0.000061	0.000050	0.572218	0.419239	0.000067	0.008365
0.160729	0.000413	0.000338	0.463947	0.524743	0.000084	0.010476
0.160708	0.021663	0.017734	0.105935	0.837792	0.000134	0.016742
0.199081	0.001709	0.001464	0.065123	0.913246	0.000169	0.018289
0.146286	0.003540	0.003330	0.037625	0.936510	0.000162	0.018834
0.179002	0.001418	0.001850	0.022102	0.955041	0.000207	0.019382
0.120745	0.000869	0.005995	0.013641	0.959348	0.000301	0.019845
0.169071	0.001201	0.013134	0.007267	0.957633	0.000165	0.020600
0.153185	0.002002	0.026592	0.004438	0.944558	0.000179	0.022231
0.140986	0.022311	0.163933	0.002739	0.787491	0.000186	0.023340
0.189584	0.500038	0.499962	0.000000	0.000000	0.000000	0.000000
0.561037	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000A
0.539036	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.705081	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.639891	0.076521	0.923478	0.000000	0.000000	0.000000	0.000000
0.591011	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.610183	0.025588	0.974411	0.000000	0.000000	0.000000	0.000000
0.666542	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.655975	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.688230	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.658120	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.693805	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.666882	0.000013	0.002993	0.931419	0.062565	0.000010	0.003000
0.240546	0.000006	0.000005	0.972737	0.025983	0.000011	0.001257
0.137160	0.000509	0.000416	0.966820	0.030754	0.000013	0.001489
0.181990	0.002106	0.001724	0.953011	0.041148	0.000017	0.001993
0.170562	0.549980	0.450013	0.000005	0.000002	0.000000	0.000000
0.463660	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.586741	0.508007	0.491993	0.000000	0.000000	0.000000	0.000000
0.728070	0.467933	0.532067	0.000000	0.000000	0.000000	0.000000
0.701736	0.093040	0.906960	0.000000	0.000000	0.000000	0.000000
0.628563	0.054528	0.945472	0.000000	0.000000	0.000000	0.000000
0.688723	0.031475	0.968525	0.000000	0.000000	0.000000	0.000000
0.632614	0.018062	0.981938	0.000000	0.000000	0.000000	0.000000
0.663603	0.010403	0.989597	0.000000	0.000000	0.000000	0.000000
0.542219	0.006095	0.993905	0.000000	0.000000	0.000000	0.000000
0.651124	0.003741	0.996259	0.000000	0.000000	0.000000	0.000000
0.690962	0.002627	0.997373	0.000000	0.000000	0.000000	0.000000
0.653443	0.000511	0.043574	0.554452	0.386009	0.000054	0.015401
0.299833	0.000004	0.000008	0.587396	0.405460	0.000079	0.007053
0.132995	0.001994	0.001632	0.542055	0.446811	0.000059	0.007448
0.220791	0.000418	0.000343	0.499789	0.490038	0.000076	0.009334
0.141964	0.549937	0.450024	0.000004	0.000035	0.000000	0.000001
0.470109	0.551194	0.448806	0.000000	0.000000	0.000000	0.000000
0.672499	0.538712	0.461288	0.000000	0.000000	0.000000	0.000000
0.629086	0.429402	0.570598	0.000000	0.000000	0.000000	0.000000
0.582981	0.094633	0.892765	0.007323	0.004221	0.000869	0.000189
0.361706	0.001874	0.031287	0.562093	0.326285	0.064450	0.014011
0.136728	0.001125	0.003048	0.588549	0.359566	0.039191	0.008520
0.188196	0.001007	0.000986	0.562025	0.381328	0.044894	0.009760
0.150693	0.537810	0.440212	0.011389	0.009072	0.001247	0.000271
0.362833	0.551346	0.448654	0.000000	0.000000	0.000000	0.000000
0.609941	0.509481	0.490519	0.000000	0.000000	0.000000	0.000000
0.673931	0.469400	0.530599	0.000000	0.000000	0.000000	0.000000
0.697936	0.222550	0.775680	0.001029	0.000593	0.000122	0.000027
0.382137	0.023527	0.145819	0.482780	0.279124	0.056473	0.012277
0.185180	0.002730	0.020473	0.607693	0.315952	0.043660	0.009491
0.184490	0.000839	0.001301	0.594369	0.345673	0.047493	0.010325
0.139222	0.006719	0.005537	0.473654	0.440414	0.060519	0.013157
0.157047	0.071586	0.058796	0.224897	0.552248	0.075960	0.016513
0.185019	0.270064	0.228262	0.082489	0.358949	0.049481	0.010756
0.250492	0.371494	0.352194	0.033242	0.207746	0.029019	0.006306
0.196196	0.217092	0.232558	0.106832	0.375793	0.055629	0.012095
0.109077	0.043153	0.311551	0.186560	0.387985	0.058114	0.012636
0.138377	0.063663	0.720704	0.059534	0.136342	0.016228	0.003529
0.195278	0.036914	0.848904	0.024916	0.074358	0.012245	0.002663
0.134879	0.030009	0.968407	0.000380	0.000966	0.000196	0.000043
0.309676	0.147010	0.852990	0.000000	0.000000	0.000000	0.000000
0.592631	0.979083	0.020917	0.000000	0.000000	0.000000	0.000000
0.693588	0.999504	0.000496	0.000000	0.000000	0.000000	0.000000
0.639746	0.999994	0.000006	0.000000	0.000000	0.000000	0.000000
0.720265	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.659822	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000Z
0.639812	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.663552	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.630332	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.637148	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.561241	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.613901	0.999162	0.000000	0.000774	0.000052	0.000010	0.000003
0.415209	0.000333	0.000000	0.922726	0.061953	0.011991	0.002998
0.137914	0.000037	0.000030	0.952253	0.038390	0.007431	0.001858
0.136319	0.001295	0.001060	0.944650	0.042669	0.008261	0.002065
0.172143	0.179167	0.146723	0.625996	0.038736	0.007503	0.001876
0.258548	0.549442	0.450558	0.000000	0.000000	0.000000	0.000000
0.694458	0.537334	0.462666	0.000000	0.000000	0.000000	0.000000
0.599299	0.534827	0.465173	0.000000	0.000000	0.000000	0.000000
0.607879	0.429823	0.570175	0.000001	0.000001	0.000000	0.000000
0.491415	0.000030	0.000209	0.580978	0.334896	0.068908	0.014980
0.110960	0.000468	0.000393	0.596560	0.362208	0.033162	0.007209
0.192976	0.001220	0.000999	0.592932	0.359733	0.037060	0.008057
0.175949	0.431148	0.353043	0.105062	0.098400	0.010142	0.002205
0.318096	0.543859	0.456141	0.000000	0.000000	0.000000	0.000000
0.667540	0.520989	0.479011	0.000000	0.000000	0.000000	0.000000
0.602980	0.486573	0.513427	0.000000	0.000000	0.000000	0.000000
0.668519	0.335224	0.664776	0.000000	0.000000	0.000000	0.000000
0.652866	0.068682	0.931318	0.000000	0.000000	0.000000	0.000000
0.635982	0.043220	0.956780	0.000000	0.000000	0.000000	0.000000
0.698707	0.027397	0.972603	0.000000	0.000000	0.000000	0.000000
0.624148	0.015953	0.984047	0.000000	0.000000	0.000000	0.000000
0.660372	0.009303	0.990697	0.000000	0.000000	0.000000	0.000000
0.658876	0.005676	0.994324	0.000000	0.000000	0.000000	0.000000
0.753459	0.003568	0.996432	0.000000	0.000000	0.000000	0.000000
0.693417	0.002768	0.997231	0.000000	0.000000	0.000000	0.000000
0.531922	0.000000	0.000008	0.580018	0.403804	0.000060	0.016111
0.160020	0.000007	0.000006	0.585812	0.406903	0.000058	0.007215
0.151728	0.000643	0.000526	0.571612	0.418795	0.000067	0.008357
0.201259	0.005048	0.004135	0.460033	0.520313	0.000084	0.010387
0.209457	0.549954	0.450046	0.000000	0.000000	0.000000	0.000000
0.664661	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.675290	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.628977	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.684552	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.662763	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.659082	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.624122	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.627319	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.719569	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.718941	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.627701	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.605472	0.000000	0.000006	0.580019	0.403804	0.000060	0.016111
0.161992	0.000003	0.000003	0.585816	0.406905	0.000058	0.007215
0.141821	0.000385	0.000315	0.571880	0.418992	0.000067	0.008360
0.193967	0.000210	0.000172	0.464119	0.524935	0.000084	0.010479
0.137307	0.006725	0.005504	0.108929	0.861489	0.000138	0.017215
0.163644	0.001942	0.001647	0.064975	0.913001	0.000153	0.018283
0.166772	0.001342	0.001261	0.037772	0.940550	0.000161	0.018915
0.146322	0.002023	0.002466	0.021811	0.954165	0.000174	0.019360
0.159638	0.000929	0.006519	0.013802	0.958596	0.000321	0.019832
0.166191	0.000854	0.010158	0.007292	0.960861	0.000166	0.020669
0.136528	0.001747	0.018311	0.004467	0.952869	0.000180	0.022427
0.131889	0.005411	0.042070	0.003152	0.921827	0.000218	0.027322
0.133220	0.246174	0.535870	0.003041	0.175826	0.000310	0.038780
0.190333	0.145792	0.773412	0.007518	0.053556	0.000193	0.019529
0.176267	0.102975	0.869376	0.010503	0.012271	0.000073	0.004801
0.188776	0.030695	0.891696	0.045200	0.029201	0.000080	0.003127
0.154558	0.001232	0.210445	0.465891	0.308868	0.000344	0.013219
0.181580	0.026053	0.445456	0.317522	0.206731	0.000114	0.004124
0.154668	0.031512	0.646375	0.175399	0.143754	0.000091	0.002869
0.141259	0.036977	0.803755	0.086680	0.070619	0.000090	0.001878
0.133146	0.038897	0.934511	0.004700	0.021263	0.000066	0.000563
0.171378	0.013080	0.960025	0.018501	0.008083	0.000036	0.000276
0.138640	0.011832	0.956118	0.027890	0.003992	0.000035	0.000133
0.164035	0.009968	0.858740	0.121151	0.009579	0.000132	0.000429
0.133078	0.000688	0.190872	0.750982	0.054003	0.000856	0.002599
0.104968	0.055148	0.418508	0.507139	0.018055	0.000276	0.000874
0.178201	0.062037	0.446315	0.471199	0.019270	0.000247	0.000931
0.138167	0.101910	0.502399	0.378853	0.015823	0.000251	0.000764
0.144537	0.199315	0.509205	0.274605	0.015581	0.000550	0.000744œ
0.127925	0.159900	0.638603	0.184313	0.014812	0.001686	0.000686
0.178957	0.175580	0.685329	0.129344	0.008551	0.000797	0.000399
0.169232	0.141881	0.773120	0.072027	0.010885	0.001590	0.000497
0.193741	0.025366	0.801796	0.129868	0.035165	0.006231	0.001574
0.144449	0.019800	0.892046	0.077786	0.008944	0.001041	0.000383
0.152478	0.012644	0.968954	0.015743	0.002386	0.000175	0.000097
0.217472	0.007550	0.971662	0.016406	0.004131	0.000092	0.000159
0.189971	0.005183	0.973080	0.012984	0.008374	0.000058	0.000320
0.188760	0.004161	0.817615	0.103350	0.071964	0.000049	0.002861
0.185871	0.004733	0.860351	0.083769	0.049082	0.000105	0.001960
0.118227	0.003720	0.648102	0.200462	0.141960	0.000091	0.005665
0.119843	0.482537	0.517439	0.000013	0.000009	0.000000	0.000000
0.679220	0.536950	0.463050	0.000000	0.000000	0.000000	0.000000
0.614649	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.628455	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.656965	0.001656	0.015392	0.571179	0.329264	0.067775	0.014734
0.173611	0.007049	0.014779	0.585186	0.355200	0.031039	0.006748
0.224495	0.000474	0.000692	0.593549	0.360099	0.037117	0.008069
0.121401	0.012021	0.009942	0.476136	0.445946	0.045963	0.009992
0.173177	0.549967	0.450033	0.000000	0.000000	0.000000	0.000000
0.744130	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.716312	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.687297	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.570461	0.000014	0.000134	0.580999	0.334926	0.068940	0.014987
0.155057	0.000033	0.000028	0.598229	0.363139	0.031684	0.006888
0.173673	0.000466	0.000381	0.593748	0.360227	0.037110	0.008068
0.187912	0.000960	0.000786	0.485978	0.455164	0.046913	0.010199
0.164273	0.549969	0.450031	0.000000	0.000000	0.000000	0.000000
0.691891	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.663703	0.537370	0.462630	0.000000	0.000000	0.000000	0.000000
0.728997	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.601911	0.097146	0.902854	0.000000	0.000000	0.000000	0.000000
0.648758	0.057053	0.942947	0.000000	0.000000	0.000000	0.000000
0.643187	0.032972	0.967028	0.000000	0.000000	0.000000	0.000000
0.653304	0.018936	0.981064	0.000000	0.000000	0.000000	0.000000
0.586793	0.010910	0.989090	0.000000	0.000000	0.000000	0.000000
0.677552	0.006396	0.993604	0.000000	0.000000	0.000000	0.000000
0.718521	0.003930	0.996070	0.000000	0.000000	0.000000	0.000000
0.626242	0.002768	0.997232	0.000000	0.000000	0.000000	0.000000
0.670609	0.000000	0.000018	0.580012	0.403799	0.000060	0.016110
0.180968	0.000015	0.000013	0.585803	0.406896	0.000058	0.007215
0.173745	0.000504	0.000413	0.571757	0.418901	0.000067	0.008359
0.200961	0.000877	0.000718	0.463556	0.524298	0.000084	0.010467
0.173176	0.549963	0.450037	0.000000	0.000000	0.000000	0.000000
0.689898	0.537183	0.462817	0.000000	0.000000	0.000000	0.000000
0.652648	0.537371	0.462630	0.000000	0.000000	0.000000	0.000000
0.620896	0.429359	0.570641	0.000000	0.000000	0.000000	0.000000
0.594955	0.000255	0.002367	0.579562	0.334097	0.068770	0.014950
0.197549	0.000007	0.000007	0.598254	0.363150	0.031692	0.006890
0.130990	0.000058	0.000047	0.594189	0.360495	0.037138	0.008074
0.131359	0.001118	0.000915	0.485838	0.455034	0.046899	0.010196
0.160866	0.035480	0.029055	0.111750	0.731803	0.075499	0.016414
0.191674	0.004053	0.003474	0.070616	0.818789	0.084663	0.018405
0.144159	0.006288	0.005989	0.040910	0.840564	0.087275	0.018975
0.164138	0.003886	0.005102	0.024348	0.857296	0.089835	0.019532
0.125522	0.000927	0.012713	0.016762	0.857931	0.091722	0.019944
0.156411	0.003971	0.055270	0.007542	0.822098	0.091271	0.019848
0.180644	0.007447	0.203353	0.003989	0.684065	0.083077	0.018069
0.177116	0.009972	0.505915	0.002530	0.406068	0.062023	0.013493
0.165909	0.498374	0.501626	0.000000	0.000000	0.000000	0.000000
0.574890	0.487241	0.512759	0.000000	0.000000	0.000000	0.000000E
0.637791	0.458284	0.541716	0.000000	0.000000	0.000000	0.000000
0.662859	0.336891	0.663109	0.000000	0.000000	0.000000	0.000000
0.683209	0.076521	0.923478	0.000000	0.000000	0.000000	0.000000
0.657743	0.044523	0.955477	0.000000	0.000000	0.000000	0.000000
0.646786	0.025588	0.974411	0.000000	0.000000	0.000000	0.000000
0.604995	0.014648	0.985352	0.000000	0.000000	0.000000	0.000000
0.703606	0.008424	0.991576	0.000000	0.000000	0.000000	0.000000
0.650682	0.004931	0.995069	0.000000	0.000000	0.000000	0.000000
0.666320	0.003021	0.996979	0.000000	0.000000	0.000000	0.000000
0.642816	0.002103	0.997897	0.000000	0.000000	0.000000	0.000000
0.694825	0.000031	0.007183	0.927487	0.062301	0.000010	0.002987
0.260088	0.000028	0.000023	0.972437	0.026232	0.000011	0.001269
0.172137	0.000011	0.000009	0.967695	0.030782	0.000013	0.001490
0.101260	0.000638	0.000522	0.955569	0.041256	0.000017	0.001998
0.146892	0.549996	0.450004	0.000000	0.000000	0.000000	0.000000
0.508254	0.537237	0.462763	0.000000	0.000000	0.000000	0.000000
0.667535	0.508007	0.491993	0.000000	0.000000	0.000000	0.000000
0.683476	0.467865	0.532135	0.000000	0.000000	0.000000	0.000000
